id,name,set,series,generation,publisher,release_date,release_year,artist,supertype,rarity,primary_type,types_display,hp,retreat_cost,set_number
sm10-195a,Dedenne-GX,Unbroken Bonds,Sun & Moon,Seventh,TPCI,2019-05-03,2019,Kanahei,Pokémon,Ultra Rare,Lightning,Lightning,160.0,1.0,195a
sm11-1,Rowlet & Alolan Exeggutor-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Grass,Grass,270.0,3.0,1/236
sm11-2,Yanma,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Eri Yamaki,Pokémon,Common,Grass,Grass,70.0,1.0,2/236
sm11-3,Yanmega,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hitoshi Ariga,Pokémon,Uncommon,Grass,Grass,120.0,1.0,3/236
sm11-4,Celebi,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Megumi Mizutani,Pokémon,Holo Rare,Grass,Grass,80.0,1.0,4/236
sm11-5,Shroomish,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Pokémon,Common,Grass,Grass,60.0,1.0,5/236
sm11-6,Sewaddle,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Naoyo Kimura,Pokémon,Common,Grass,Grass,50.0,1.0,6/236
sm11-7,Sewaddle,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shigenori Negishi,Pokémon,Common,Grass,Grass,50.0,1.0,7/236
sm11-8,Swadloon,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shibuzoh.,Pokémon,Uncommon,Grass,Grass,70.0,2.0,8/236
sm11-9,Leavanny,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kagemaru Himeno,Pokémon,Rare,Grass,Grass,120.0,1.0,9/236
sm11-10,Dwebble,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kawayoo,Pokémon,Common,Grass,Grass,70.0,2.0,10/236
sm11-11,Crustle,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tomokazu Komiya,Pokémon,Rare,Grass,Grass,120.0,3.0,11/236
sm11-12,Karrablast,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Pokémon,Common,Grass,Grass,70.0,2.0,12/236
sm11-13,Foongus,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Pokémon,Common,Grass,Grass,40.0,1.0,13/236
sm11-14,Amoonguss,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Midori Harada,Pokémon,Rare,Grass,Grass,100.0,2.0,14/236
sm11-15,Fomantis,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yuka Morii,Pokémon,Common,Grass,Grass,70.0,1.0,15/236
sm11-16,Lurantis,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,AKIRA EGAWA,Pokémon,Uncommon,Grass,Grass,110.0,1.0,16/236
sm11-17,Bounsweet,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mizue,Pokémon,Common,Grass,Grass,60.0,1.0,17/236
sm11-18,Steenee,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kagemaru Himeno,Pokémon,Uncommon,Grass,Grass,90.0,2.0,18/236
sm11-19,Tsareena,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KirisAki,Pokémon,Holo Rare,Grass,Grass,140.0,2.0,19/236
sm11-20,Dhelmise,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,TOKIYA,Pokémon,Uncommon,Grass,Grass,100.0,1.0,20/236
sm11-21,Magmar,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hiroki Asanuma,Pokémon,Common,Fire,Fire,80.0,2.0,21/236
sm11-22,Magmortar,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KEIICHIRO ITO,Pokémon,Rare,Fire,Fire,130.0,3.0,22/236
sm11-23,Numel,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Motofumi Fujiwara,Pokémon,Common,Fire,Fire,90.0,4.0,23/236
sm11-24,Camerupt,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Masakazu Fukuda,Pokémon,Rare,Fire,Fire,140.0,4.0,24/236
sm11-25,Heatran-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,PLANETA Tsuji,Pokémon,Holo GX Rare,Fire,Fire,190.0,3.0,25/236
sm11-26,Victini,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mizue,Pokémon,Holo Rare,Fire,Fire,70.0,1.0,26/236
sm11-27,Litwick,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,MAHOU,Pokémon,Common,Fire,Fire,60.0,1.0,27/236
sm11-28,Litwick,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sowsow,Pokémon,Common,Fire,Fire,60.0,1.0,28/236
sm11-29,Lampent,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sachiko Adachi,Pokémon,Uncommon,Fire,Fire,80.0,1.0,29/236
sm11-30,Chandelure,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KirisAki,Pokémon,Holo Rare,Fire,Fire,140.0,2.0,30/236
sm11-31,Fletchinder,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mina Nakai,Pokémon,Common,Fire,Fire,80.0,1.0,31/236
sm11-32,Talonflame,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,SATOSHI NAKAI,Pokémon,Rare,Fire,Fire,130.0,,32/236
sm11-33,Salandit,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kyoko Umemoto,Pokémon,Common,Fire,Fire,70.0,1.0,33/236
sm11-34,Salazzle,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Midori Harada,Pokémon,Rare,Fire,Fire,100.0,1.0,34/236
sm11-35,Slowpoke & Psyduck-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Water,Water,250.0,2.0,35/236
sm11-36,Lapras,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kagemaru Himeno,Pokémon,Uncommon,Water,Water,110.0,1.0,36/236
sm11-37,Snorunt,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Naoyo Kimura,Pokémon,Common,Water,Water,50.0,1.0,37/236
sm11-38,Froslass,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mizue,Pokémon,Holo Rare,Water,Water,80.0,1.0,38/236
sm11-39,Finneon,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sui,Pokémon,Common,Water,Water,50.0,1.0,39/236
sm11-40,Lumineon,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sekio,Pokémon,Uncommon,Water,Water,90.0,,40/236
sm11-41,Snover,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Otumami,Pokémon,Common,Water,Water,90.0,4.0,41/236
sm11-42,Abomasnow,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shin Nagasawa,Pokémon,Rare,Water,Water,140.0,4.0,42/236
sm11-43,Basculin,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,SATOSHI NAKAI,Pokémon,Uncommon,Water,Water,80.0,1.0,43/236
sm11-44,Tirtouga,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,HYOGONOSUKE,Pokémon,Uncommon,Water,Water,100.0,3.0,44/236
sm11-45,Carracosta,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kouki Saitou,Pokémon,Uncommon,Water,Water,160.0,3.0,45/236
sm11-46,Cryogonal,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Pokémon,Common,Water,Water,90.0,1.0,46/236
sm11-47,Keldeo-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Holo GX Rare,Water,Water,170.0,2.0,47/236
sm11-48,Dewpider,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Atsuko Nishida,Pokémon,Common,Water,Water,60.0,1.0,48/236
sm11-49,Araquanid,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Misa Tsutsui,Pokémon,Rare,Water,Water,100.0,1.0,49/236
sm11-50,Wimpod,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tomokazu Komiya,Pokémon,Common,Water,Water,70.0,1.0,50/236
sm11-51,Golisopod,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Masakazu Fukuda,Pokémon,Holo Rare,Water,Water,140.0,4.0,51/236
sm11-52,Pyukumuku,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,OOYAMA,Pokémon,Uncommon,Water,Water,80.0,1.0,52/236
sm11-53,Tapu Fini,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hasuno,Pokémon,Rare,Water,Water,120.0,1.0,53/236
sm11-54,Raichu & Alolan Raichu-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Lightning,Lightning,260.0,2.0,54/236
sm11-55,Pikachu,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sanosuke Sakuma,Pokémon,Common,Lightning,Lightning,60.0,1.0,55/236
sm11-56,Pikachu,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Misa Tsutsui,Pokémon,Common,Lightning,Lightning,70.0,1.0,56/236
sm11-57,Alolan Raichu,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kouki Saitou,Pokémon,Holo Rare,Lightning,Lightning,110.0,1.0,57/236
sm11-58,Magnemite,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sowsow,Pokémon,Common,Lightning,Lightning,60.0,1.0,58/236
sm11-59,Magneton,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yumi,Pokémon,Uncommon,Lightning,Lightning,90.0,2.0,59/236
sm11-60,Magnezone,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shin Nagasawa,Pokémon,Holo Rare,Lightning,Lightning,160.0,3.0,60/236
sm11-61,Joltik,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Midori Harada,Pokémon,Common,Lightning,Lightning,40.0,1.0,61/236
sm11-62,Galvantula,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yumi,Pokémon,Rare,Lightning,Lightning,90.0,1.0,62/236
sm11-63,Tynamo,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mina Nakai,Pokémon,Common,Lightning,Lightning,30.0,1.0,63/236
sm11-64,Tynamo,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,SATOSHI NAKAI,Pokémon,Common,Lightning,Lightning,40.0,1.0,64/236
sm11-65,Eelektrik,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Midori Harada,Pokémon,Uncommon,Lightning,Lightning,90.0,2.0,65/236
sm11-66,Eelektross,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shigenori Negishi,Pokémon,Holo Rare,Lightning,Lightning,150.0,3.0,66/236
sm11-67,Stunfisk,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,MAHOU,Pokémon,Common,Lightning,Lightning,90.0,1.0,67/236
sm11-68,Thundurus,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Anesaki Dynamic,Pokémon,Uncommon,Lightning,Lightning,120.0,1.0,68/236
sm11-69,Tapu Koko,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shin Nagasawa,Pokémon,Holo Rare,Lightning,Lightning,120.0,1.0,69/236
sm11-70,Xurkitree,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Satoshi Shirai,Pokémon,Rare,Lightning,Lightning,120.0,2.0,70/236
sm11-71,Mewtwo & Mew-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Psychic,Psychic,270.0,2.0,71/236
sm11-72,Espeon & Deoxys-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Psychic,Psychic,260.0,2.0,72/236
sm11-73,Exeggcute,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Otumami,Pokémon,Common,Psychic,Psychic,50.0,1.0,73/236
sm11-74,Exeggutor,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KirisAki,Pokémon,Rare,Psychic,Psychic,140.0,3.0,74/236
sm11-75,Alolan Marowak,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Masakazu Fukuda,Pokémon,Rare,Psychic,Psychic,120.0,2.0,75/236
sm11-76,Jynx,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sowsow,Pokémon,Uncommon,Psychic,Psychic,80.0,1.0,76/236
sm11-77,Wynaut,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kagemaru Himeno,Pokémon,Uncommon,Psychic,Psychic,60.0,,77/236
sm11-78,Latios-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Pokémon,Holo GX Rare,Psychic,Psychic,170.0,,78/236
sm11-79,Jirachi-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Holo GX Rare,Psychic,Psychic,160.0,1.0,79/236
sm11-80,Drifloon,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ryoma Uratsuka,Pokémon,Common,Psychic,Psychic,70.0,1.0,80/236
sm11-81,Drifblim,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mizue,Pokémon,Rare,Psychic,Psychic,100.0,1.0,81/236
sm11-82,Skorupi,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Pokémon,Common,Psychic,Psychic,70.0,2.0,82/236
sm11-83,Uxie,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kodama,Pokémon,Holo Rare,Psychic,Psychic,70.0,1.0,83/236
sm11-84,Mesprit,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sekio,Pokémon,Uncommon,Psychic,Psychic,60.0,1.0,84/236
sm11-85,Azelf,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mizue,Pokémon,Uncommon,Psychic,Psychic,70.0,1.0,85/236
sm11-86,Giratina,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Misa Tsutsui,Pokémon,Holo Rare,Psychic,Psychic,130.0,1.0,86/236
sm11-87,Cresselia,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Megumi Mizutani,Pokémon,Uncommon,Psychic,Psychic,130.0,2.0,87/236
sm11-88,Munna,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shibuzoh.,Pokémon,Common,Psychic,Psychic,60.0,1.0,88/236
sm11-89,Musharna,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Misa Tsutsui,Pokémon,Uncommon,Psychic,Psychic,100.0,2.0,89/236
sm11-90,Elgyem,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sumiyoshi Kizuki,Pokémon,Uncommon,Psychic,Psychic,60.0,1.0,90/236
sm11-91,Beheeyem,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kyoko Umemoto,Pokémon,Rare,Psychic,Psychic,80.0,1.0,91/236
sm11-92,Honedge,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,MAHOU,Pokémon,Common,Psychic,Psychic,50.0,1.0,92/236
sm11-93,Honedge,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Suwama Chiaki,Pokémon,Common,Psychic,Psychic,70.0,3.0,93/236
sm11-94,Doublade,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Akira Komayama,Pokémon,Uncommon,Psychic,Psychic,90.0,3.0,94/236
sm11-95,Aegislash,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Eske Yoshinob,Pokémon,Holo Rare,Psychic,Psychic,130.0,3.0,95/236
sm11-96,Mareanie,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Saya Tsuruta,Pokémon,Common,Psychic,Psychic,70.0,2.0,96/236
sm11-97,Toxapex,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Chibi,Pokémon,Rare,Psychic,Psychic,110.0,2.0,97/236
sm11-98,Salandit,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yukiko Baba,Pokémon,Common,Psychic,Psychic,70.0,1.0,98/236
sm11-99,Salazzle,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Masakazu Fukuda,Pokémon,Rare,Psychic,Psychic,110.0,1.0,99/236
sm11-100,Cosmog,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Akira Komayama,Pokémon,Common,Psychic,Psychic,40.0,,100/236
sm11-101,Necrozma,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Masakazu Fukuda,Pokémon,Rare,Psychic,Psychic,130.0,2.0,101/236
sm11-102,Poipole,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shin Nagasawa,Pokémon,Common,Psychic,Psychic,70.0,1.0,102/236
sm11-103,Onix,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hitoshi Ariga,Pokémon,Common,Fighting,Fighting,110.0,4.0,103/236
sm11-104,Steelix,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ayaka Yoshida,Pokémon,Rare,Fighting,Fighting,170.0,4.0,104/236
sm11-105,Cubone,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Otumami,Pokémon,Common,Fighting,Fighting,60.0,1.0,105/236
sm11-106,Aerodactyl-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,PLANETA Igarashi,Pokémon,Holo GX Rare,Fighting,Fighting,210.0,,106/236
sm11-107,Heracross,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sanosuke Sakuma,Pokémon,Uncommon,Fighting,Fighting,100.0,1.0,107/236
sm11-108,Breloom,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Atsuko Nishida,Pokémon,Uncommon,Fighting,Fighting,120.0,2.0,108/236
sm11-109,Meditite,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mina Nakai,Pokémon,Common,Fighting,Fighting,60.0,1.0,109/236
sm11-110,Medicham,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shigenori Negishi,Pokémon,Rare,Fighting,Fighting,110.0,1.0,110/236
sm11-111,Relicanth,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yuka Morii,Pokémon,Uncommon,Fighting,Fighting,90.0,1.0,111/236
sm11-112,Gible,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Asako Ito,Pokémon,Common,Fighting,Fighting,60.0,1.0,112/236
sm11-113,Gabite,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,SATOSHI NAKAI,Pokémon,Uncommon,Fighting,Fighting,90.0,1.0,113/236
sm11-114,Garchomp,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Akira Komayama,Pokémon,Holo Rare,Fighting,Fighting,150.0,,114/236
sm11-115,Riolu,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KirisAki,Pokémon,Common,Fighting,Fighting,60.0,1.0,115/236
sm11-116,Riolu,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,AKIRA EGAWA,Pokémon,Common,Fighting,Fighting,70.0,1.0,116/236
sm11-117,Lucario,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KirisAki,Pokémon,Rare,Fighting,Fighting,120.0,2.0,117/236
sm11-118,Drilbur,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Pokémon,Common,Fighting,Fighting,70.0,2.0,118/236
sm11-119,Excadrill,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kyoko Umemoto,Pokémon,Rare,Fighting,Fighting,120.0,2.0,119/236
sm11-120,Archen,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,0313,Pokémon,Uncommon,Fighting,Fighting,80.0,1.0,120/236
sm11-121,Archeops,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hasuno,Pokémon,Rare,Fighting,Fighting,130.0,1.0,121/236
sm11-122,Terrakion,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Anesaki Dynamic,Pokémon,Holo Rare,Fighting,Fighting,140.0,4.0,122/236
sm11-123,Meloetta,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kouki Saitou,Pokémon,Rare,Fighting,Fighting,90.0,1.0,123/236
sm11-124,Zygarde,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shigenori Negishi,Pokémon,Rare,Fighting,Fighting,90.0,1.0,124/236
sm11-125,Umbreon & Darkrai-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Darkness,Darkness,270.0,2.0,125/236
sm11-126,Mega Sableye & Tyranitar-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Darkness,Darkness,280.0,4.0,126/236
sm11-127,Alolan Grimer,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kawayoo,Pokémon,Common,Darkness,Darkness,80.0,2.0,127/236
sm11-128,Murkrow,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Nagimiso,Pokémon,Common,Darkness,Darkness,70.0,1.0,128/236
sm11-129,Murkrow,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tetsuya Koizumi,Pokémon,Common,Darkness,Darkness,70.0,1.0,129/236
sm11-130,Honchkrow,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tomokazu Komiya,Pokémon,Rare,Darkness,Darkness,110.0,1.0,130/236
sm11-131,Sneasel,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sui,Pokémon,Common,Darkness,Darkness,70.0,1.0,131/236
sm11-132,Weavile-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Aky CG Works,Pokémon,Holo GX Rare,Darkness,Darkness,200.0,1.0,132/236
sm11-133,Sableye,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Suwama Chiaki,Pokémon,Uncommon,Darkness,Darkness,80.0,1.0,133/236
sm11-134,Drapion,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,SATOSHI NAKAI,Pokémon,Rare,Darkness,Darkness,140.0,4.0,134/236
sm11-135,Purrloin,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sumiyoshi Kizuki,Pokémon,Common,Darkness,Darkness,70.0,1.0,135/236
sm11-136,Liepard,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sui,Pokémon,Rare,Darkness,Darkness,100.0,1.0,136/236
sm11-137,Scraggy,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yumi,Pokémon,Common,Darkness,Darkness,70.0,2.0,137/236
sm11-138,Scrafty,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Akira Komayama,Pokémon,Rare,Darkness,Darkness,110.0,2.0,138/236
sm11-139,Yveltal,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sui,Pokémon,Holo Rare,Darkness,Darkness,130.0,2.0,139/236
sm11-140,Hoopa,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ayaka Yoshida,Pokémon,Holo Rare,Darkness,Darkness,130.0,2.0,140/236
sm11-141,Mawile-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Holo GX Rare,Metal,Metal,170.0,1.0,141/236
sm11-142,Escavalier,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Satoshi Shirai,Pokémon,Rare,Metal,Metal,130.0,3.0,142/236
sm11-143,Cottonee,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Asako Ito,Pokémon,Common,Fairy,Fairy,60.0,1.0,143/236
sm11-144,Whimsicott,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shibuzoh.,Pokémon,Rare,Fairy,Fairy,80.0,,144/236
sm11-145,Dedenne,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Saya Tsuruta,Pokémon,Uncommon,Fairy,Fairy,70.0,1.0,145/236
sm11-146,Garchomp & Giratina-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Dragon,Dragon,270.0,3.0,146/236
sm11-147,Dratini,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Motofumi Fujiwara,Pokémon,Common,Dragon,Dragon,60.0,2.0,147/236
sm11-148,Dratini,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sekio,Pokémon,Common,Dragon,Dragon,60.0,2.0,148/236
sm11-149,Dragonair,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sanosuke Sakuma,Pokémon,Uncommon,Dragon,Dragon,100.0,2.0,149/236
sm11-150,Dragonair,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sowsow,Pokémon,Uncommon,Dragon,Dragon,100.0,2.0,150/236
sm11-151,Dragonite,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Misa Tsutsui,Pokémon,Rare,Dragon,Dragon,160.0,2.0,151/236
sm11-152,Dragonite-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,PLANETA Igarashi,Pokémon,Holo GX Rare,Dragon,Dragon,250.0,2.0,152/236
sm11-153,Latias,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Chibi,Pokémon,Rare,Dragon,Dragon,120.0,1.0,153/236
sm11-154,Axew,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yukiko Baba,Pokémon,Common,Dragon,Dragon,60.0,1.0,154/236
sm11-155,Fraxure,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tetsuya Koizumi,Pokémon,Uncommon,Dragon,Dragon,90.0,2.0,155/236
sm11-156,Haxorus,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Anesaki Dynamic,Pokémon,Holo Rare,Dragon,Dragon,150.0,3.0,156/236
